id,fake-company-name,company-email,siret,siren
"928","Garcia Arnaud S.A.R.L.","L'art D'évoluer De Manière Sûre","sauvage.bernard@ruiz.fr","848 195 103 36318","350 822 144"
"929","Boulanger S.A.S.","La Liberté D'atteindre Vos Buts Plus Rapidement","laurent.humbert@pires.net","945 481 331 00367","206 952 574"
"930","Gros Alves S.A.R.L.","Le Confort D'évoluer Avant-Tout","mguyot@leclerc.fr","361 715 659 98934","821 617 404"
"931","Poirier Lenoir et Fils","La Sécurité De Changer Naturellement","hoareau.theophile@bodin.com","135 390 193 08339","292 725 967"
"932","Adam SAS","Le Droit De Changer Sans Soucis","masson.auguste@cousin.fr","176 543 163 03689","796 434 785"
"933","Lacombe S.A.","L'assurance De Changer De Manière Sûre","dcoulon@bazin.org","347 685 570 30519","158 541 797"
"934","Cousin SAS","L'assurance D'évoluer Avant-Tout","matthieu.valette@courtois.com","741 169 650 02244","838 573 277"
"935","Jacques","L'art D'évoluer Avant-Tout","remy.lejeune@peltier.fr","709 952 436 05371","785 390 188"
"936","Evrard","La Simplicité D'évoluer En Toute Sécurité","pauline.parent@riou.fr","669 836 389 09216","302 495 379"
"937","Barbe Masse S.A.","Le Plaisir De Rouler Sans Soucis","laurent88@cohen.com","832 223 598 00059","191 928 894"
"938","Chevallier","La Simplicité D'avancer Naturellement","peron.rene@verdier.fr","905 561 452 00772","926 656 380"
"939","Hamel SARL","La Liberté D'évoluer À La Pointe","ybousquet@grondin.org","808 394 951 32601","739 274 991"
"940","Teixeira Masson SA","La Liberté De Changer Plus Facilement","xsalmon@hubert.com","859 051 468 03026","880 400 833"
"941","Masse Dos Santos SAS","Le Plaisir D'évoluer Plus Facilement","emmanuel.goncalves@jean.fr","236 202 453 02383","602 569 527"
"942","Loiseau SA","Le Plaisir D'atteindre Vos Buts Plus Rapidement","ymartineau@garnier.com","877 977 512 00798","995 385 150"
"943","Rey S.A.","La Sécurité De Rouler En Toute Tranquilité","thibault.godard@besson.com","999 960 057 97692","849 071 691"
"944","Ramos","Le Confort D'innover Naturellement","emaillot@chevallier.net","158 839 332 00679","132 300 849"
"945","Rocher Leduc SARL","La Liberté D'atteindre Vos Buts Avant-Tout","philippe25@dubois.com","989 772 223 00347","604 481 374"
"946","Monnier","Le Pouvoir D'avancer Plus Facilement","isabelle.boulay@guillaume.org","391 614 633 56241","875 025 967"
"947","Tanguy","L'assurance D'avancer Plus Facilement","jacob.denise@martel.com","419 963 376 08566","834 984 817"
"948","Pinto SARL","Le Pouvoir De Concrétiser Vos Projets De Manière Sûre","franck89@pierre.net","976 765 701 05065","470 801 572"
"949","Bourgeois","La Sécurité De Changer Plus Rapidement","emile.fernandez@parent.fr","742 470 230 39090","424 880 268"
"950","Lambert Blanchet S.A.R.L.","L'art D'atteindre Vos Buts En Toute Sécurité","juliette.gonzalez@simon.com","403 957 483 61223","564 658 276"
"951","Mercier Remy S.A.","La Simplicité D'atteindre Vos Buts Naturellement","dbrun@gaillard.fr","321 626 236 00152","462 644 238"
"952","Bouvet","Le Droit De Changer Plus Rapidement","anastasie60@klein.fr","983 150 368 83689","327 535 787"
"953","Chevalier","Le Droit D'avancer Plus Facilement","guy85@guichard.com","393 753 538 00494","672 557 477"
"954","Pottier et Fils","Le Plaisir De Louer À La Pointe","iguichard@ramos.com","698 585 874 60972","876 347 063"
"955","Ribeiro","L'assurance De Concrétiser Vos Projets De Manière Sûre","jules.baudry@delmas.fr","362 998 817 00872","234 055 937"
"956","Turpin S.A.","Le Droit De Concrétiser Vos Projets Sans Soucis","blopes@nguyen.fr","836 402 958 00372","761 015 304"
"957","Colin","Le Plaisir D'avancer Plus Rapidement","ichauvet@fouquet.fr","581 235 371 00266","994 872 554"
"958","Bernard","La Simplicité De Changer De Manière Sûre","aimee74@lefebvre.com","399 251 545 00758","980 769 723"
"959","Blin SARL","Le Confort De Rouler En Toute Tranquilité","charlotte43@nicolas.com","268 929 403 03746","509 538 344"
"960","Becker Giraud S.A.S.","La Sécurité D'évoluer Sans Soucis","charlotte39@seguin.com","264 678 608 85350","595 779 976"
"961","Pons","Le Pouvoir De Changer À Sa Source","emmanuel.langlois@devaux.fr","213 412 638 52041","600 922 728"
"962","Texier Gomez SA","Le Droit D'évoluer Plus Rapidement","emmanuel60@vincent.net","156 959 181 01007","569 902 067"
"963","Dias","La Possibilité De Concrétiser Vos Projets Autrement","david.emile@goncalves.com","365 756 030 00299","779 671 239"
"964","Boyer Navarro S.A.S.","La Simplicité D'évoluer À La Pointe","rodriguez.jeanne@roy.com","994 169 175 03070","794 218 677"
"965","Besson","La Liberté De Louer Naturellement","luc.martel@briand.com","185 523 115 00011","425 201 795"
"966","Bouvier","La Possibilité De Louer Autrement","roger.michel@perrot.fr","977 773 647 03329","635 411 317"
"967","Fontaine","Le Droit D'innover En Toute Tranquilité","ubesnard@philippe.fr","736 648 536 00240","574 667 580"
"968","Teixeira S.A.S.","Le Confort D'avancer Naturellement","araynaud@diallo.fr","499 894 830 98395","421 641 267"
"969","Paul","La Sécurité D'innover Plus Simplement","ileduc@aubert.com","701 863 938 06791","340 909 647"
"970","Boulanger SARL","Le Confort De Changer Naturellement","theodore44@millet.com","212 065 775 64220","119 276 350"
"971","Noel Laine SAS","Le Confort De Louer Sans Soucis","claudine.dasilva@perrin.fr","486 865 363 00841","231 447 830"
"972","Roux Caron S.A.R.L.","Le Droit De Rouler Sans Soucis","merle.suzanne@turpin.fr","370 874 141 06629","708 408 448"
"973","Bertin Giraud S.A.R.L.","La Simplicité D'avancer Avant-Tout","tanguy.marc@fischer.org","569 806 433 00664","946 938 941"
"974","Dumont Bazin SAS","La Sécurité De Rouler Sans Soucis","stephane.jourdan@colin.com","406 900 431 07549","932 469 687"
"975","Goncalves Joseph SARL","Le Confort De Changer À Sa Source","isabelle73@hardy.com","553 585 126 01762","184 682 540"
"976","Bouvet SA","L'assurance De Louer Naturellement","hdasilva@lecomte.fr","363 853 508 75335","488 848 557"
"977","Fontaine Deschamps S.A.","Le Plaisir D'atteindre Vos Buts Plus Facilement","oriou@fischer.com","255 019 242 02771","921 538 625"
"978","Pelletier","Le Confort D'atteindre Vos Buts À La Pointe","caron.remy@pruvost.org","998 581 557 30347","714 555 778"
"979","Mahe SAS","Le Droit De Rouler En Toute Sécurité","xleroux@brun.com","625 209 689 09020","858 993 827"
"980","Maillot","La Simplicité De Changer À Sa Source","benoit16@laine.fr","955 569 603 04977","396 834 715"
"981","Pelletier","La Simplicité D'avancer De Manière Efficace","josephine.marchand@leveque.fr","853 675 395 09670","619 013 337"
"982","Roux Pascal SAS","Le Droit De Changer Plus Rapidement","osauvage@parent.com","491 581 187 00128","454 247 354"
"983","Vincent","La Liberté D'innover À Sa Source","lesage.elise@guibert.org","369 456 439 00081","764 091 393"
"984","Goncalves S.A.R.L.","La Simplicité D'innover En Toute Tranquilité","maryse61@benard.com","960 668 879 03124","905 133 237"
"985","Imbert","La Sécurité D'évoluer À Sa Source","veronique33@lebon.org","246 048 987 09382","148 691 678"
"986","Morvan SA","Le Droit D'évoluer Plus Simplement","alain34@wagner.fr","921 034 625 09994","729 300 822"
"987","Mallet Bazin SAS","La Sécurité D'avancer Naturellement","maurice.normand@leleu.org","867 437 774 08545","833 618 242"
"988","Guibert SARL","La Sécurité De Louer De Manière Efficace","vincent81@roussel.fr","218 833 556 00432","479 463 762"
"989","Tessier","Le Plaisir De Changer Plus Facilement","gilles.dupuis@gilles.org","493 507 628 12693","807 884 523"
"990","Raymond","La Sécurité D'avancer Sans Soucis","martine00@delorme.fr","923 801 906 00366","411 396 328"
"991","Bonnet","La Sécurité D'atteindre Vos Buts Sans Soucis","gregoire.gerard@thierry.com","884 561 572 57048","395 552 847"
"992","Noel","Le Pouvoir De Concrétiser Vos Projets À La Pointe","troche@monnier.com","789 829 157 77326","885 126 482"
"993","Delattre","Le Confort De Concrétiser Vos Projets À L'état Pur","anne.perret@boutin.org","503 139 685 00864","348 627 472"
"994","Meunier","La Sécurité De Concrétiser Vos Projets De Manière Sûre","dominique06@lecomte.net","157 578 543 06824","863 480 323"
"995","Carre Gilbert S.A.S.","L'assurance De Concrétiser Vos Projets En Toute Sécurité","ggilles@jacob.net","346 352 339 08477","217 555 580"
"996","Mary","Le Droit D'innover Autrement","elodie08@benard.com","955 102 215 07985","277 021 465"
"997","Gay SARL","Le Confort D'évoluer De Manière Sûre","perret.adele@begue.com","319 982 617 00429","282 540 590"
"998","Thomas","La Sécurité De Changer De Manière Efficace","bazin.christine@parent.net","758 030 472 00438","499 293 306"
"999","Lombard Boulanger SARL","Le Plaisir D'atteindre Vos Buts À La Pointe","traore.francois@roux.com","404 706 574 18346","586 381 956"
"1000","Delorme S.A.R.L.","L'avantage D'innover Naturellement","matthieu58@martinez.fr","800 963 225 17492","823 718 739"
